id,title,tags,language,usageCount,lastModified
snip350,Function Return Value,algorithm;function;return,Python,20,2024-11-14
snip351,Function Overloading,algorithm;function;overloading,C++,17,2024-11-15
snip352,Function Default Parameter,algorithm;function;default,Java,16,2024-11-16
snip353,Function Variable Scope,algorithm;function;scope,Python,17,2024-11-17
snip354,Function Closure Capture,algorithm;function;closure,C++,15,2024-11-18
snip355,Function Higher Order,algorithm;function;higher-order,Java,16,2024-11-19
snip356,Function Callback Passing,algorithm;function;callback,Python,15,2024-11-20
snip357,Function Lambda Expression,algorithm;function;lambda,C++,18,2024-11-21
snip358,Pointer Reference Type,algorithm;pointer;reference,Java,17,2024-11-22
snip359,Pointer Dereference Access,algorithm;pointer;dereference,Python,16,2024-11-23
snip360,Pointer Null Safety,algorithm;pointer;null-safety,C++,14,2024-11-24
snip361,Array Element Access,data-structure;array;element-access,Java,19,2024-11-25
snip362,Array Bounds Checking,data-structure;array;bounds,Python,18,2024-11-26
snip363,Array Dynamic Allocation,data-structure;array;dynamic,C++,17,2024-11-27
snip364,Array Multi Dimensional,data-structure;array;multidimensional,Java,16,2024-11-28
snip365,Array Jagged Array,data-structure;array;jagged,Python,15,2024-11-29
snip366,List Array List,data-structure;list;array-list,C++,20,2024-11-30
snip367,List Vector Container,data-structure;list;vector,Java,19,2024-12-01
snip368,List Linked List,data-structure;list;linked-list,Python,18,2024-12-02
snip369,List Array Deque,data-structure;list;deque,C++,17,2024-12-03
snip370,Set Hash Set,data-structure;set;hash-set,Java,18,2024-12-04
snip371,Set Tree Set,data-structure;set;tree-set,Python,17,2024-12-05
snip372,Set Sorted Set,data-structure;set;sorted-set,C++,16,2024-12-06
snip373,Set Navigable Set,data-structure;set;navigable,Java,15,2024-12-07
snip374,Map Hash Map,data-structure;map;hash-map,Python,19,2024-12-08
snip375,Map Tree Map,data-structure;map;tree-map,C++,18,2024-12-09
snip376,Map Concurrent Map,data-structure;map;concurrent,Java,17,2024-12-10
snip377,Map Weak Map,data-structure;map;weak-map,Python,16,2024-12-11
snip378,Map Identity Map,data-structure;map;identity,C++,15,2024-12-12
snip379,Map Enum Map,data-structure;map;enum-map,Java,14,2024-12-13
snip380,Map Linked Map,data-structure;map;linked-hash,Python,16,2024-12-14
snip381,Collection Framework,data-structure;collection;framework,C++,17,2024-12-15
snip382,Iterator Pattern,data-structure;iterator;pattern,Java,18,2024-12-16
snip383,Iterable Interface,data-structure;iterable;interface,Python,17,2024-12-17
snip384,Enumeration Legacy,data-structure;enumeration;legacy,C++,15,2024-12-18
snip385,Stream API Functional,data-structure;stream;functional,Java,19,2024-12-19
snip386,Pipeline Stream Processing,data-structure;pipeline;stream,Python,18,2024-12-20
snip387,Filter Stream Operation,data-structure;filter;stream,C++,17,2024-12-21
snip388,Map Stream Transformation,data-structure;map-stream;transform,Java,16,2024-12-22
snip389,Reduce Stream Aggregation,data-structure;reduce;aggregation,Python,18,2024-12-23
snip390,Collect Stream Terminal,data-structure;collect;terminal,C++,17,2024-12-24
snip391,Parallel Stream Processing,data-structure;parallel-stream;concurrent,Java,16,2024-12-25
snip392,Sort Algorithm Bubble,algorithm;sort;bubble,Python,21,2024-12-26
snip393,Sort Algorithm Selection,algorithm;sort;selection,C++,20,2024-12-27
snip394,Sort Algorithm Insertion,algorithm;sort;insertion,Java,19,2024-12-28
snip395,Sort Algorithm Shell,algorithm;sort;shell,Python,18,2024-12-29
snip396,Sort Algorithm Merge,algorithm;sort;merge,C++,22,2024-12-30
snip397,Sort Algorithm Quick,algorithm;sort;quicksort,Java,23,2024-12-31
snip398,Sort Algorithm Heap,algorithm;sort;heapsort,Python,21,2024-01-01
snip399,Sort Algorithm Radix,algorithm;sort;radix,C++,19,2024-01-02
snip400,Sort Algorithm Counting,algorithm;sort;counting,Java,20,2024-01-03
snip401,Sort Algorithm Bucket,algorithm;sort;bucket,Python,18,2024-01-04
snip402,Sort Algorithm Gnome,algorithm;sort;gnome,C++,17,2024-01-05
snip403,Sort Algorithm Comb,algorithm;sort;comb,Java,16,2024-01-06
snip404,Sort Algorithm Cycle,algorithm;sort;cycle,Python,15,2024-01-07
snip405,Sort Algorithm Pancake,algorithm;sort;pancake,C++,14,2024-01-08
snip406,Sort Algorithm Cocktail,algorithm;sort;cocktail,Java,16,2024-01-09
snip407,Search Algorithm Linear,algorithm;search;linear,Python,18,2024-01-10
snip408,Search Algorithm Binary,algorithm;search;binary,C++,20,2024-01-11
snip409,Search Algorithm Interpolation,algorithm;search;interpolation,Java,17,2024-01-12
snip410,Search Algorithm Exponential,algorithm;search;exponential,Python,16,2024-01-13
snip411,Search Algorithm Fibonacci,algorithm;search;fibonacci,C++,15,2024-01-14
snip412,Search Algorithm Ternary,algorithm;search;ternary,Java,14,2024-01-15
snip413,Search Algorithm Jump,algorithm;search;jump,Python,17,2024-01-16
snip414,Subset Generation Bitwise,algorithm;subset;bitwise,C++,16,2024-01-17
snip415,Subset Generation Iterative,algorithm;subset;iterative,Java,15,2024-01-18
snip416,Subset Generation Recursive,algorithm;subset;recursive,Python,17,2024-01-19
snip417,Permutation Generation Next,algorithm;permutation;next-permutation,C++,18,2024-01-20
snip418,Permutation Generation Factorial,algorithm;permutation;factorial,Java,19,2024-01-21
snip419,Combination Generation Pascal,algorithm;combination;pascal,Python,17,2024-01-22
snip420,Combination Generation Recursive,algorithm;combination;recursive,C++,16,2024-01-23
snip421,Partition Generation Recursion,algorithm;partition;recursive,Java,15,2024-01-24
snip422,Partition Generation Iterative,algorithm;partition;iterative,Python,16,2024-01-25
snip423,Subset Sum Dynamic,algorithm;subset-sum;dp,C++,18,2024-01-26
snip424,Subset Sum Backtrack,algorithm;subset-sum;backtrack,Java,17,2024-01-27
snip425,Partition Equal Dynamic,algorithm;partition;dp,Python,16,2024-01-28
snip426,Partition Equal Backtrack,algorithm;partition;backtrack,C++,15,2024-01-29
snip427,LCS Tabulation,algorithm;lcs;tabulation,Java,19,2024-01-30
snip428,LCS Memoization,algorithm;lcs;memoization,Python,18,2024-01-31
snip429,LCS Iterative,algorithm;lcs;iterative,C++,17,2024-02-01
snip430,Edit Distance Tabulation,algorithm;edit-distance;tabulation,Java,20,2024-02-02
snip431,Edit Distance Memoization,algorithm;edit-distance;memoization,Python,19,2024-02-03
snip432,Edit Distance Iterative,algorithm;edit-distance;iterative,C++,18,2024-02-04
snip433,Wildcard Matching,algorithm;wildcard;pattern-matching,Java,16,2024-02-05
snip434,Regular Expression Matching,algorithm;regex;pattern-matching,Python,17,2024-02-06
snip435,Distinct Subsequence,algorithm;subsequence;distinct,C++,15,2024-02-07
snip436,Interleaving String,algorithm;interleaving;string,Java,16,2024-02-08
snip437,Zigzag Conversion,algorithm;zigzag;string,Python,14,2024-02-09
snip438,Integer to Roman,algorithm;conversion;roman,C++,17,2024-02-10
snip439,Roman to Integer,algorithm;conversion;roman,Java,18,2024-02-11
snip440,Valid Parenthesis,algorithm;parenthesis;validation,Python,19,2024-02-12
snip441,Generate Parenthesis,algorithm;parenthesis;generation,C++,20,2024-02-13
snip442,Longest Valid Parenthesis,algorithm;parenthesis;longest,Java,18,2024-02-14
snip443,Text Justification,algorithm;text;formatting,Python,15,2024-02-15
snip444,Simplify Path,algorithm;path;simplification,C++,16,2024-02-16
snip445,Basic Calculator,algorithm;calculator;expression,Java,17,2024-02-17
snip446,Calculator Two,algorithm;calculator;expression,Python,16,2024-02-18
snip447,Largest Rectangle Histogram,algorithm;histogram;maximum-area,C++,18,2024-02-19
snip448,Maximal Rectangle,algorithm;rectangle;maximum,Java,17,2024-02-20
snip449,Distinct Subsequence Num,algorithm;subsequence;count,Python,16,2024-02-21
snip450,Decode Ways,algorithm;decode;dynamic-programming,C++,19,2024-02-22
snip451,Ugly Number,algorithm;ugly;dynamic-programming,Java,18,2024-02-23
snip452,Super Ugly Number,algorithm;super-ugly;dynamic-programming,Python,17,2024-02-24
snip453,Nth Digit,algorithm;digit;math,C++,15,2024-02-25
snip454,Arrange Numbers,algorithm;arrangement;permutation,Java,16,2024-02-26
snip455,Fraction Addition,algorithm;fraction;math,Python,14,2024-02-27
snip456,Fraction Multiplication,algorithm;fraction;math,C++,15,2024-02-28
snip457,Fraction Division,algorithm;fraction;math,Java,14,2024-02-29
snip458,Add Binary,algorithm;binary;addition,Python,17,2024-03-01
snip459,Multiply Strings,algorithm;string;multiplication,C++,16,2024-03-02
snip460,Add Two Numbers List,algorithm;list;addition,Java,18,2024-03-03
snip461,Rotate List,algorithm;list;rotation,Python,17,2024-03-04
snip462,Remove Duplicates Sorted,algorithm;array;remove-duplicates,C++,19,2024-03-05
snip463,Remove Duplicates Array,algorithm;array;remove-duplicates,Java,18,2024-03-06
snip464,Best Time Stock,algorithm;array;trading,Python,20,2024-03-07
snip465,Best Time Stock Limit,algorithm;trading;limit,C++,18,2024-03-08
snip466,Best Time Stock Cooldown,algorithm;trading;cooldown,Java,17,2024-03-09
snip467,Best Time Stock Fee,algorithm;trading;fee,Python,16,2024-03-10
snip468,Candy Distribution,algorithm;array;distribution,C++,19,2024-03-11
snip469,Gas Station,algorithm;array;greedy,Java,18,2024-03-12
snip470,Jump Game,algorithm;jump;greedy,Python,20,2024-03-13
snip471,Jump Game Two,algorithm;jump;minimum,C++,19,2024-03-14
snip472,Trapping Rain Water,algorithm;array;trapping,Java,21,2024-03-15
snip473,Rotate Array,algorithm;array;rotation,Python,20,2024-03-16
snip474,Count Smaller Elements,algorithm;array;count,C++,17,2024-03-17
snip475,Product Array Except Self,algorithm;array;product,Java,19,2024-03-18
snip476,Majority Element,algorithm;array;majority,Python,18,2024-03-19
snip477,Majority Element Two,algorithm;array;majority,C++,17,2024-03-20
snip478,Single Number,algorithm;array;single,Java,20,2024-03-21
snip479,Single Number Three,algorithm;array;single,Python,19,2024-03-22
snip480,Missing Number,algorithm;array;missing,C++,18,2024-03-23
snip481,Find Duplicates,algorithm;array;duplicates,Java,17,2024-03-24
snip482,Missing Duplicate Number,algorithm;array;missing-duplicate,Python,16,2024-03-25
snip483,First Missing Positive,algorithm;array;positive,C++,18,2024-03-26
snip484,Shuffle Array,algorithm;array;shuffle,Java,17,2024-03-27
snip485,Random Pick Index,algorithm;array;random,Python,16,2024-03-28
snip486,Kth Largest Element,algorithm;array;kth-largest,C++,19,2024-03-29
snip487,Kth Smallest Element,algorithm;array;kth-smallest,Java,18,2024-03-30
snip488,Find Peak Element,algorithm;array;peak,Python,17,2024-03-31
snip489,Search Rotated Array,algorithm;array;search,C++,20,2024-04-01
snip490,Search Insert Position,algorithm;array;insert-position,Java,19,2024-04-02
snip491,Next Permutation,algorithm;array;permutation,Python,18,2024-04-03
snip492,Previous Permutation,algorithm;array;permutation,C++,17,2024-04-04
snip493,Majority Voting,algorithm;array;voting,Java,16,2024-04-05
snip494,Arithmetic Subarrays,algorithm;array;arithmetic,Python,17,2024-04-06
snip495,Longest Common Prefix,algorithm;string;prefix,C++,18,2024-04-07
snip496,Two Sum Problem,algorithm;array;two-sum,Java,21,2024-04-08
snip497,Three Sum Problem,algorithm;array;three-sum,Python,20,2024-04-09
snip498,Four Sum Problem,algorithm;array;four-sum,C++,19,2024-04-10
snip499,Count Subarrays,algorithm;array;subarray-count,Java,18,2024-04-11
snip500,Maximum Subarray Sum,algorithm;array;maximum-subarray,Python,20,2024-04-12
snip501,Merge Sorted Arrays,algorithm;array;merge,C++,19,2024-04-13
snip502,Remove Element Value,algorithm;array;remove,Java,18,2024-04-14
snip503,Remove Nth Element,algorithm;array;remove,Python,17,2024-04-15
snip504,Reverse Array,algorithm;array;reverse,C++,19,2024-04-16
snip505,Flatten Nested List,algorithm;list;flatten,Java,18,2024-04-17
snip506,Min Stack Tracking,data-structure;stack;minimum,Python,20,2024-04-18
snip507,Largest Rectangle Stack,algorithm;stack;histogram,C++,18,2024-04-19
snip508,Trapping Rain Water Stack,algorithm;stack;trap,Java,17,2024-04-20
snip509,Alien Dictionary,algorithm;string;dictionary,Python,15,2024-04-21
snip510,Word Ladder,algorithm;word;ladder,C++,16,2024-04-22
snip511,Word Ladder Two,algorithm;word;ladder-path,Java,15,2024-04-23
snip512,Word Break,algorithm;word;break,Python,17,2024-04-24
snip513,Word Break Two,algorithm;word;break-list,C++,16,2024-04-25
snip514,Word Pattern,algorithm;word;pattern,Java,14,2024-04-26
snip515,Word Search,algorithm;word;search,Python,16,2024-04-27
snip516,Word Search Two,algorithm;word;search-list,C++,15,2024-04-28
snip517,Anagram Group,algorithm;string;anagram,Java,17,2024-04-29
snip518,Isomorphic Strings,algorithm;string;isomorphic,Python,16,2024-04-30
snip519,Strobogrammatic Number,algorithm;string;strobogrammatic,C++,14,2024-05-01
snip520,Scramble String,algorithm;string;scramble,Java,15,2024-05-02
